num_Windows,parallelism,win_Size,ctxid,step,operatorID,instanceID,window_Start,local_End,window_End,buffer_Interval
4,15,42,0,1,7,12,1490954869439,1490954869518,1490954869892,150
4,15,42,0,1,7,4,1490954869438,1490954869508,1490954869892,150
4,15,42,0,1,7,7,1490954869441,1490954869523,1490954869893,150
4,15,42,0,1,7,6,1490954869441,1490954869508,1490954869893,150
4,15,42,0,1,7,8,1490954869441,1490954869501,1490954869896,150
4,15,42,0,1,7,5,1490954869438,1490954869515,1490954869923,150
4,15,42,0,1,7,10,1490954869442,1490954869504,1490954869939,150
4,15,42,0,1,7,9,1490954869442,1490954869520,1490954869944,150
4,15,42,0,1,7,3,1490954869438,1490954869542,1490954869939,150
4,15,42,0,1,7,14,1490954869439,1490954869519,1490954869953,150
4,15,42,0,1,7,13,1490954869439,1490954869521,1490954869956,150
4,15,42,0,1,7,11,1490954869442,1490954869537,1490954869967,150
4,15,42,0,1,7,1,1490954869276,1490954869386,1490954869828,150
4,15,42,0,1,7,2,1490954869254,1490954869350,1490954869837,150
4,15,42,0,1,7,0,1490954869254,1490954869366,1490954869863,150
4,15,42,1,1,7,10,1490954869594,1490954869641,1490954870643,150
4,15,42,1,1,7,8,1490954869593,1490954869630,1490954870643,150
4,15,42,1,1,7,13,1490954869609,1490954869685,1490954870641,150
4,15,42,1,1,7,9,1490954869608,1490954869661,1490954870649,150
4,15,42,1,1,7,5,1490954869588,1490954869648,1490954870657,150
4,15,42,1,1,7,4,1490954869589,1490954869638,1490954870658,150
4,15,42,1,1,7,6,1490954869593,1490954869640,1490954870661,150
4,15,42,1,1,7,0,1490954869406,1490954869592,1490954870488,150
4,15,42,1,1,7,3,1490954869588,1490954869657,1490954870669,150
4,15,42,1,1,7,1,1490954869406,1490954869595,1490954870492,150
4,15,42,1,1,7,7,1490954869593,1490954869662,1490954870677,150
4,15,42,1,1,7,12,1490954869617,1490954869703,1490954870666,150
4,15,42,1,1,7,14,1490954869609,1490954869685,1490954870670,150
4,15,42,1,1,7,11,1490954869594,1490954869662,1490954870698,150
4,15,42,1,1,7,2,1490954869406,1490954869559,1490954870526,150
4,15,42,2,1,7,8,1490954870055,1490954870075,1490954871702,150
4,15,42,2,1,7,6,1490954870061,1490954870082,1490954871702,150
4,15,42,2,1,7,7,1490954870107,1490954870121,1490954871702,150
4,15,42,2,1,7,5,1490954869889,1490954869922,1490954871704,150
4,15,42,2,1,7,3,1490954869890,1490954869932,1490954871704,150
4,15,42,2,1,7,4,1490954870144,1490954870157,1490954871704,150
4,15,42,2,1,7,1,1490954869705,1490954869822,1490954871527,150
4,15,42,2,1,7,14,1490954869892,1490954869951,1490954871705,150
4,15,42,2,1,7,0,1490954869704,1490954869862,1490954871527,150
4,15,42,2,1,7,12,1490954870178,1490954870198,1490954871705,150
4,15,42,2,1,7,2,1490954869705,1490954869836,1490954871527,150
4,15,42,2,1,7,13,1490954869895,1490954869955,1490954871710,150
4,15,42,2,1,7,9,1490954869892,1490954869937,1490954871708,150
