num_Windows,parallelism,win_Size,ctxid,step,operatorID,instanceID,window_Start,local_End,window_End
4,20,42,0,1,7,2,1490884916934,1490884917010,1490884917536
4,20,42,0,1,7,18,1490884916936,1490884917013,1490884917537
4,20,42,0,1,7,1,1490884916934,1490884917002,1490884917536
4,20,42,0,1,7,10,1490884916928,1490884917055,1490884917529
4,20,42,0,1,7,13,1490884916937,1490884917028,1490884917541
4,20,42,0,1,7,8,1490884916928,1490884916993,1490884917530
4,20,42,0,1,7,12,1490884916937,1490884917043,1490884917541
4,20,42,0,1,7,19,1490884916936,1490884917006,1490884917571
4,20,42,0,1,7,6,1490884916933,1490884917023,1490884917576
4,20,42,0,1,7,4,1490884916934,1490884917018,1490884917586
4,20,42,0,1,7,5,1490884916934,1490884917016,1490884917588
4,20,42,0,1,7,14,1490884916937,1490884917003,1490884917598
4,20,42,0,1,7,0,1490884916934,1490884917012,1490884917594
4,20,42,0,1,7,3,1490884916934,1490884916997,1490884917598
4,20,42,0,1,7,15,1490884916937,1490884917021,1490884917601
4,20,42,0,1,7,16,1490884916935,1490884917013,1490884917636
4,20,42,0,1,7,7,1490884916934,1490884917013,1490884917641
4,20,42,0,1,7,11,1490884916928,1490884916987,1490884917643
4,20,42,0,1,7,17,1490884916935,1490884917020,1490884917701
4,20,42,1,1,7,13,1490884917231,1490884917287,1490884917740
4,20,42,0,1,7,9,1490884916928,1490884917059,1490884917745
4,20,42,1,1,7,14,1490884917231,1490884917274,1490884917756
4,20,42,1,1,7,12,1490884917231,1490884917295,1490884917823
4,20,42,1,1,7,15,1490884917231,1490884917293,1490884917834
4,20,42,1,1,7,16,1490884917229,1490884917343,1490884917927
4,20,42,1,1,7,0,1490884917229,1490884917301,1490884917930
4,20,42,1,1,7,1,1490884917229,1490884917285,1490884917939
4,20,42,1,1,7,2,1490884917229,1490884917288,1490884917941
4,20,42,1,1,7,6,1490884917228,1490884917267,1490884917957
4,20,42,1,1,7,3,1490884917229,1490884917270,1490884917968
4,20,42,1,1,7,4,1490884917229,1490884917271,1490884917993
4,20,42,1,1,7,17,1490884917229,1490884917329,1490884918038
4,20,42,1,1,7,7,1490884917228,1490884917269,1490884918045
4,20,42,1,1,7,18,1490884917229,1490884917320,1490884918059
4,20,42,1,1,7,19,1490884917229,1490884917328,1490884918067
4,20,42,1,1,7,5,1490884917229,1490884917272,1490884918149
4,20,42,1,1,7,11,1490884917213,1490884917317,1490884918416
4,20,42,1,1,7,8,1490884917214,1490884917319,1490884918417
4,20,42,1,1,7,9,1490884917214,1490884917319,1490884918462
4,20,42,1,1,7,10,1490884917214,1490884917373,1490884918558
4,20,42,0,2,7,8,1490884917530,1490884918415,1490884920526
4,20,42,0,2,7,11,1490884917643,1490884918416,1490884920526
4,20,42,0,2,7,9,1490884917745,1490884918462,1490884920531
4,20,42,0,2,7,10,1490884917529,1490884918557,1490884920542
4,20,42,0,2,7,16,1490884917636,1490884917926,1490884920550
4,20,42,0,2,7,17,1490884917701,1490884918038,1490884920550
4,20,42,0,2,7,19,1490884917571,1490884918048,1490884920550
4,20,42,0,2,7,18,1490884917538,1490884918058,1490884920550
4,20,42,0,2,7,0,1490884917594,1490884917897,1490884920550
4,20,42,0,2,7,1,1490884917536,1490884917936,1490884920550
4,20,42,0,2,7,6,1490884917577,1490884917931,1490884920549
4,20,42,0,2,7,2,1490884917536,1490884917939,1490884920550
4,20,42,0,2,7,4,1490884917586,1490884917975,1490884920549
4,20,42,0,2,7,3,1490884917598,1490884917967,1490884920550
4,20,42,0,2,7,7,1490884917641,1490884918031,1490884920549
4,20,42,0,2,7,5,1490884917588,1490884918134,1490884920549
4,20,42,0,2,7,13,1490884917541,1490884917739,1490884920553
4,20,42,0,2,7,14,1490884917598,1490884917755,1490884920553
4,20,42,0,2,7,15,1490884917601,1490884917812,1490884920553
4,20,42,0,2,7,12,1490884917541,1490884917822,1490884920553
4,20,42,2,1,7,8,1490884918592,1490884918610,1490884920727
4,20,42,3,1,7,9,1490884917611,1490884917741,1490884920728
4,20,42,1,2,7,10,1490884918558,1490884918744,1490884920729
4,20,42,2,1,7,11,1490884917581,1490884917642,1490884920731
4,20,42,3,1,7,6,1490884917546,1490884917574,1490884920743
4,20,42,1,2,7,7,1490884918045,1490884918125,1490884920744
4,20,42,2,1,7,17,1490884917604,1490884917698,1490884920744
4,20,42,3,1,7,18,1490884918292,1490884918302,1490884920744
4,20,42,1,2,7,19,1490884918067,1490884918262,1490884920744
4,20,42,2,1,7,16,1490884917536,1490884917579,1490884920744
4,20,42,2,1,7,3,1490884917534,1490884917565,1490884920748
4,20,42,2,1,7,4,1490884917546,1490884917584,1490884920749
4,20,42,3,1,7,5,1490884918135,1490884918148,1490884920749
4,20,42,3,1,7,2,1490884918124,1490884918154,1490884920757
4,20,42,2,1,7,0,1490884917535,1490884917592,1490884920768
4,20,42,3,1,7,1,1490884918108,1490884918126,1490884920769
4,20,42,1,2,7,16,1490884917927,1490884918082,1490884920767
4,20,42,3,1,7,12,1490884917965,1490884917982,1490884920775
4,20,42,1,2,7,13,1490884917740,1490884917847,1490884920775
4,20,42,1,2,7,15,1490884917835,1490884917960,1490884920776
4,20,42,1,2,7,8,1490884918417,1490884918592,1490884920775
4,20,42,1,2,7,14,1490884917756,1490884917848,1490884920781
4,20,42,3,1,7,19,1490884918048,1490884918065,1490884920777
4,20,42,1,2,7,17,1490884918038,1490884918259,1490884920778
4,20,42,3,1,7,3,1490884917566,1490884917594,1490884920783
4,20,42,1,2,7,11,1490884918416,1490884918571,1490884920784
4,20,42,1,2,7,6,1490884917957,1490884918078,1490884920789
4,20,42,3,1,7,0,1490884917897,1490884917930,1490884920792
4,20,42,2,1,7,5,1490884917546,1490884917587,1490884920797
4,20,42,1,2,7,1,1490884917939,1490884918086,1490884920801
4,20,42,1,2,7,2,1490884917941,1490884918082,1490884920803
4,20,42,3,1,7,8,1490884918611,1490884918623,1490884920802
4,20,42,1,2,7,9,1490884918462,1490884918545,1490884920803
4,20,42,2,1,7,6,1490884917931,1490884917954,1490884920807
4,20,42,3,1,7,16,1490884917579,1490884917635,1490884920797
4,20,42,3,1,7,17,1490884917536,1490884917604,1490884920800
4,20,42,2,1,7,18,1490884918306,1490884918314,1490884920802
4,20,42,1,2,7,0,1490884917930,1490884918009,1490884920815
4,20,42,1,2,7,3,1490884917968,1490884918107,1490884920816
4,20,42,3,1,7,4,1490884917976,1490884917993,1490884920823
4,20,42,3,1,7,7,1490884917546,1490884917606,1490884920824
4,20,42,2,1,7,19,1490884917536,1490884917570,1490884920818
4,20,42,3,1,7,10,1490884918762,1490884918785,1490884920824
4,20,42,2,1,7,9,1490884917527,1490884917609,1490884920828
4,20,42,2,1,7,2,1490884918090,1490884918124,1490884920839
4,20,42,3,1,7,11,1490884917527,1490884917581,1490884920842
4,20,42,2,1,7,7,1490884917606,1490884917639,1490884920847
4,20,42,2,1,7,1,1490884918086,1490884918108,1490884920842
4,20,42,3,1,7,13,1490884917847,1490884917864,1490884920844
4,20,42,1,2,7,18,1490884918059,1490884918292,1490884920863
4,20,42,2,1,7,12,1490884917982,1490884918003,1490884920863
4,20,42,3,1,7,14,1490884917537,1490884917559,1490884920882
4,20,42,2,1,7,10,1490884918744,1490884918762,1490884920877
4,20,42,2,1,7,13,1490884917864,1490884917981,1490884920921
4,20,42,1,2,7,4,1490884917994,1490884918123,1490884920923
4,20,42,2,1,7,14,1490884917559,1490884917587,1490884920939
4,20,42,3,1,7,15,1490884917537,1490884917600,1490884920947
4,20,42,1,2,7,5,1490884918149,1490884918253,1490884920946
4,20,42,1,2,7,12,1490884917823,1490884917964,1490884920971
4,20,42,2,1,7,15,1490884917813,1490884917834,1490884920984
4,20,42,0,3,7,11,1490884920527,1490884920561,1490884922926
4,20,42,0,3,7,9,1490884920531,1490884920573,1490884922926
4,20,42,0,3,7,8,1490884920526,1490884920591,1490884922927
4,20,42,0,3,7,10,1490884920542,1490884920698,1490884922931
4,20,42,0,3,7,4,1490884920549,1490884920590,1490884922932
4,20,42,0,3,7,16,1490884920550,1490884920614,1490884922932
4,20,42,0,3,7,19,1490884920550,1490884920633,1490884922932
4,20,42,0,3,7,13,1490884920553,1490884920612,1490884922938
4,20,42,0,3,7,14,1490884920557,1490884920633,1490884922938
4,20,42,0,3,7,12,1490884920558,1490884920672,1490884922938
4,20,42,0,3,7,15,1490884920554,1490884920691,1490884922938
4,20,42,0,3,7,0,1490884920552,1490884920600,1490884922945
4,20,42,0,3,7,3,1490884920551,1490884920610,1490884922945
4,20,42,0,3,7,2,1490884920551,1490884920621,1490884922945
4,20,42,0,3,7,1,1490884920550,1490884920676,1490884922946
4,20,42,0,3,7,7,1490884920549,1490884920599,1490884922932
4,20,42,0,3,7,6,1490884920549,1490884920635,1490884922932
4,20,42,0,3,7,5,1490884920549,1490884920647,1490884922948
4,20,42,0,3,7,17,1490884920550,1490884920637,1490884922970
4,20,42,0,3,7,18,1490884920551,1490884920645,1490884922970
4,20,42,2,2,7,4,1490884920749,1490884920821,1490884924639
4,20,42,2,2,7,7,1490884920848,1490884920911,1490884924639
4,20,42,2,2,7,5,1490884920797,1490884920946,1490884924639
4,20,42,2,2,7,13,1490884920921,1490884920960,1490884924645
4,20,42,2,2,7,12,1490884920863,1490884920970,1490884924646
4,20,42,2,2,7,14,1490884920940,1490884920978,1490884924646
4,20,42,2,2,7,15,1490884920984,1490884921043,1490884924646
4,20,42,2,2,7,3,1490884920748,1490884920778,1490884924643
4,20,42,2,2,7,8,1490884920727,1490884920760,1490884924642
4,20,42,2,2,7,0,1490884920768,1490884920791,1490884924643
4,20,42,2,2,7,11,1490884920732,1490884920782,1490884924642
4,20,42,2,2,7,2,1490884920839,1490884920883,1490884924643
4,20,42,2,2,7,10,1490884920877,1490884920941,1490884924643
4,20,42,2,2,7,1,1490884920842,1490884920891,1490884924643
4,20,42,2,2,7,9,1490884920828,1490884920877,1490884924645
4,20,42,2,2,7,16,1490884920748,1490884920766,1490884924643
4,20,42,2,2,7,17,1490884920744,1490884920771,1490884924643
4,20,42,2,2,7,19,1490884920819,1490884920856,1490884924643
4,20,42,2,2,7,18,1490884920802,1490884920862,1490884924647
4,20,42,2,2,7,6,1490884920808,1490884920838,1490884924655
4,20,42,3,2,7,9,1490884920728,1490884920795,1490884924927
4,20,42,3,2,7,8,1490884920803,1490884920824,1490884924927
4,20,42,3,2,7,11,1490884920843,1490884920858,1490884924937
4,20,42,3,2,7,10,1490884920824,1490884920876,1490884924953
4,20,42,3,2,7,1,1490884920769,1490884920801,1490884924959
4,20,42,3,2,7,2,1490884920757,1490884920802,1490884924959
4,20,42,3,2,7,0,1490884920792,1490884920814,1490884924959
4,20,42,3,2,7,3,1490884920783,1490884920815,1490884924959
4,20,42,3,2,7,5,1490884920749,1490884920797,1490884924961
4,20,42,3,2,7,18,1490884920747,1490884920801,1490884924958
4,20,42,3,2,7,7,1490884920824,1490884920847,1490884924961
4,20,42,3,2,7,19,1490884920778,1490884920818,1490884924958
4,20,42,3,2,7,17,1490884920800,1490884920821,1490884924959
4,20,42,3,2,7,16,1490884920797,1490884920827,1490884924959
4,20,42,3,2,7,4,1490884920823,1490884920923,1490884924962
4,20,42,3,2,7,6,1490884920743,1490884920788,1490884924965
4,20,42,3,2,7,12,1490884920775,1490884920862,1490884924967
4,20,42,3,2,7,13,1490884920844,1490884920916,1490884924967
4,20,42,3,2,7,14,1490884920882,1490884920939,1490884924968
4,20,42,3,2,7,15,1490884920948,1490884920984,1490884924973
4,20,42,1,3,7,8,1490884920775,1490884920802,1490884925726
4,20,42,1,3,7,10,1490884920729,1490884920824,1490884925726
4,20,42,1,3,7,9,1490884920803,1490884920825,1490884925728
