num_Windows,parallelism,win_Size,ctxid,operatorID,instanceID,window_Start,local_End,window_End
1,20,42,0,7,13,1490863683098,1490863683220,1490863683366
1,20,42,0,7,0,1490863683088,1490863683158,1490863683371
1,20,42,0,7,1,1490863683088,1490863683153,1490863683371
1,20,42,0,7,2,1490863683092,1490863683179,1490863683371
1,20,42,0,7,3,1490863683092,1490863683146,1490863683372
1,20,42,0,7,19,1490863683096,1490863683173,1490863683375
1,20,42,0,7,14,1490863683091,1490863683225,1490863683371
1,20,42,0,7,16,1490863683094,1490863683164,1490863683375
1,20,42,0,7,17,1490863683095,1490863683172,1490863683375
1,20,42,0,7,18,1490863683097,1490863683160,1490863683375
1,20,42,0,7,9,1490863683105,1490863683167,1490863683378
1,20,42,0,7,4,1490863683041,1490863683151,1490863683325
1,20,42,0,7,8,1490863683099,1490863683173,1490863683378
1,20,42,0,7,6,1490863683046,1490863683134,1490863683326
1,20,42,0,7,10,1490863683104,1490863683173,1490863683378
1,20,42,0,7,5,1490863683059,1490863683160,1490863683327
1,20,42,0,7,11,1490863683105,1490863683162,1490863683378
1,20,42,0,7,7,1490863683048,1490863683144,1490863683330
1,20,42,0,7,12,1490863683099,1490863683232,1490863683395
1,20,42,0,7,15,1490863683095,1490863683240,1490863683398
1,20,42,0,7,13,1490863683368,1490863683652,1490863684562
1,20,42,0,7,12,1490863683395,1490863683683,1490863684562
1,20,42,0,7,15,1490863683399,1490863683663,1490863684562
1,20,42,0,7,14,1490863683371,1490863683652,1490863684563
1,20,42,0,7,0,1490863683372,1490863683635,1490863684567
1,20,42,0,7,5,1490863683327,1490863683645,1490863684519
1,20,42,0,7,1,1490863683372,1490863683616,1490863684567
1,20,42,0,7,6,1490863683326,1490863683589,1490863684520
1,20,42,0,7,4,1490863683326,1490863683611,1490863684520
1,20,42,0,7,16,1490863683376,1490863683629,1490863684570
1,20,42,0,7,2,1490863683372,1490863683634,1490863684567
1,20,42,0,7,17,1490863683378,1490863683666,1490863684570
1,20,42,0,7,3,1490863683372,1490863683620,1490863684567
1,20,42,0,7,18,1490863683379,1490863683669,1490863684570
1,20,42,0,7,9,1490863683379,1490863683659,1490863684571
1,20,42,0,7,11,1490863683379,1490863683649,1490863684571
1,20,42,0,7,19,1490863683376,1490863683651,1490863684570
1,20,42,0,7,8,1490863683379,1490863683627,1490863684571
1,20,42,0,7,7,1490863683330,1490863683605,1490863684520
1,20,42,0,7,10,1490863683379,1490863683691,1490863684619
1,20,42,0,7,8,1490863684571,1490863684639,1490863685290
1,20,42,0,7,9,1490863684571,1490863684636,1490863685290
1,20,42,0,7,5,1490863684520,1490863684586,1490863685237
1,20,42,0,7,1,1490863684568,1490863684609,1490863685285
1,20,42,0,7,10,1490863684619,1490863684668,1490863685290
1,20,42,0,7,13,1490863684562,1490863684617,1490863685280
1,20,42,0,7,6,1490863684520,1490863684554,1490863685237
1,20,42,0,7,12,1490863684562,1490863684612,1490863685281
1,20,42,0,7,4,1490863684520,1490863684573,1490863685237
1,20,42,0,7,14,1490863684563,1490863684626,1490863685281
1,20,42,0,7,7,1490863684520,1490863684566,1490863685237
1,20,42,0,7,15,1490863684563,1490863684605,1490863685282
1,20,42,0,7,11,1490863684571,1490863684638,1490863685290
1,20,42,0,7,3,1490863684567,1490863684644,1490863685285
1,20,42,0,7,16,1490863684570,1490863684620,1490863685287
1,20,42,0,7,2,1490863684567,1490863684624,1490863685285
1,20,42,0,7,17,1490863684570,1490863684640,1490863685287
1,20,42,0,7,0,1490863684567,1490863684632,1490863685285
1,20,42,0,7,18,1490863684570,1490863684621,1490863685287
1,20,42,0,7,19,1490863684570,1490863684626,1490863685288
1,20,42,0,7,0,1490863685285,1490863685310,1490863686057
1,20,42,0,7,1,1490863685285,1490863685323,1490863686058
1,20,42,0,7,12,1490863685281,1490863685323,1490863686054
1,20,42,0,7,8,1490863685290,1490863685326,1490863686063
1,20,42,0,7,15,1490863685282,1490863685311,1490863686054
1,20,42,0,7,16,1490863685287,1490863685370,1490863686060
1,20,42,0,7,2,1490863685285,1490863685314,1490863686059
1,20,42,0,7,17,1490863685288,1490863685389,1490863686060
1,20,42,0,7,13,1490863685281,1490863685303,1490863686054
1,20,42,0,7,9,1490863685290,1490863685321,1490863686063
1,20,42,0,7,14,1490863685281,1490863685301,1490863686055
1,20,42,0,7,10,1490863685290,1490863685325,1490863686064
1,20,42,0,7,11,1490863685291,1490863685313,1490863686064
1,20,42,0,7,6,1490863685237,1490863685269,1490863686009
1,20,42,0,7,3,1490863685285,1490863685307,1490863686061
1,20,42,0,7,4,1490863685237,1490863685267,1490863686009
1,20,42,0,7,7,1490863685237,1490863685274,1490863686009
1,20,42,0,7,18,1490863685288,1490863685409,1490863686062
1,20,42,0,7,5,1490863685237,1490863685273,1490863686009
1,20,42,0,7,19,1490863685288,1490863685369,1490863686062
1,20,42,0,7,8,1490863686064,1490863686131,1490863686780
1,20,42,0,7,13,1490863686054,1490863686086,1490863686770
1,20,42,0,7,11,1490863686064,1490863686083,1490863686780
1,20,42,0,7,14,1490863686055,1490863686072,1490863686770
1,20,42,0,7,1,1490863686058,1490863686092,1490863686774
1,20,42,0,7,6,1490863686009,1490863686031,1490863686725
1,20,42,0,7,3,1490863686061,1490863686098,1490863686775
1,20,42,0,7,5,1490863686010,1490863686048,1490863686726
1,20,42,0,7,7,1490863686009,1490863686094,1490863686726
1,20,42,0,7,12,1490863686054,1490863686084,1490863686770
1,20,42,0,7,4,1490863686009,1490863686037,1490863686726
1,20,42,0,7,15,1490863686054,1490863686078,1490863686772
1,20,42,0,7,10,1490863686064,1490863686124,1490863686780
1,20,42,0,7,9,1490863686064,1490863686130,1490863686781
1,20,42,0,7,2,1490863686059,1490863686092,1490863686775
1,20,42,0,7,16,1490863686060,1490863686082,1490863686777
1,20,42,0,7,0,1490863686057,1490863686084,1490863686775
1,20,42,0,7,18,1490863686062,1490863686091,1490863686777
1,20,42,0,7,19,1490863686063,1490863686120,1490863686777
1,20,42,0,7,17,1490863686060,1490863686091,1490863686778
1,20,42,0,7,7,1490863686726,1490863686759,1490863687428
1,20,42,0,7,5,1490863686726,1490863686758,1490863687428
1,20,42,0,7,13,1490863686770,1490863686790,1490863687473
1,20,42,0,7,3,1490863686775,1490863686800,1490863687477
1,20,42,0,7,8,1490863686780,1490863686800,1490863687483
1,20,42,0,7,4,1490863686726,1490863686759,1490863687429
1,20,42,0,7,9,1490863686781,1490863686809,1490863687483
1,20,42,0,7,6,1490863686725,1490863686746,1490863687429
1,20,42,0,7,11,1490863686780,1490863686800,1490863687484
1,20,42,0,7,2,1490863686775,1490863686815,1490863687477
1,20,42,0,7,12,1490863686770,1490863686798,1490863687473
1,20,42,0,7,0,1490863686775,1490863686800,1490863687478
