num_Windows,parallelism,win_Size,ctxid,operatorID,instanceID,window_Start,local_End,window_End
1,4,42,0,7,3,1490362670775,1490362671013,1490362671555
1,4,42,0,7,2,1490362670775,1490362670927,1490362671555
1,4,42,0,7,1,1490362670775,1490362670983,1490362671556
1,4,42,0,7,0,1490362670775,1490362670977,1490362671566
1,4,42,0,7,3,1490362671563,1490362672215,1490362677968
1,4,42,0,7,0,1490362671566,1490362672309,1490362677969
1,4,42,0,7,2,1490362671556,1490362672463,1490362677969
1,4,42,0,7,1,1490362671556,1490362672370,1490362677969
1,4,42,0,7,1,1490362677969,1490362678449,1490362682400
1,4,42,0,7,3,1490362677969,1490362678544,1490362682400
1,4,42,0,7,2,1490362677969,1490362678585,1490362682400
1,4,42,0,7,0,1490362677969,1490362678600,1490362682400
1,4,42,0,7,1,1490362682400,1490362682664,1490362686030
1,4,42,0,7,2,1490362682400,1490362682718,1490362686030
1,4,42,0,7,3,1490362682406,1490362682721,1490362686030
1,4,42,0,7,0,1490362682400,1490362682760,1490362686030
1,4,42,0,7,2,1490362686030,1490362686057,1490362686710
1,4,42,0,7,1,1490362686030,1490362686071,1490362686710
1,4,42,0,7,3,1490362686030,1490362686074,1490362686710
1,4,42,0,7,0,1490362686030,1490362686132,1490362686710
1,4,42,0,7,2,1490362686710,1490362686715,1490362686914
1,4,42,0,7,1,1490362686710,1490362686715,1490362686914
1,4,42,0,7,0,1490362686710,1490362686718,1490362686915
1,4,42,0,7,3,1490362686710,1490362686719,1490362686915
1,4,42,0,7,2,1490362686914,1490362686914,1490362687108
1,4,42,0,7,1,1490362686914,1490362686914,1490362687108
1,4,42,0,7,3,1490362686915,1490362686915,1490362687108
1,4,42,0,7,0,1490362686915,1490362686916,1490362687108
1,4,42,0,7,2,1490362687108,1490362687108,1490362687306
1,4,42,0,7,3,1490362687108,1490362687108,1490362687306
1,4,42,0,7,0,1490362687108,1490362687108,1490362687306
1,4,42,0,7,1,1490362687108,1490362687109,1490362687306
1,4,42,0,7,2,1490362687306,1490362687306,1490362687506
1,4,42,0,7,0,1490362687306,1490362687306,1490362687506
1,4,42,0,7,3,1490362687306,1490362687306,1490362687506
1,4,42,0,7,1,1490362687306,1490362687306,1490362687506
1,4,42,0,7,0,1490362687506,1490362687506,1490362687705
1,4,42,0,7,2,1490362687506,1490362687506,1490362687705
1,4,42,0,7,3,1490362687507,1490362687507,1490362687705
1,4,42,0,7,1,1490362687507,1490362687507,1490362687706
1,4,42,0,7,2,1490362687705,1490362687705,1490362687806
1,4,42,0,7,0,1490362687705,1490362687705,1490362687806
1,4,42,0,7,3,1490362687706,1490362687706,1490362687807
1,4,42,0,7,1,1490362687706,1490362687706,1490362687807
1,4,42,0,7,0,1490362687806,1490362687806,1490362687809
1,4,42,0,7,2,1490362687806,1490362687806,1490362687810
1,4,42,0,7,3,1490362687807,1490362687807,1490362687810
1,4,42,0,7,1,1490362687807,1490362687807,1490362687810
